1.	aist_2012_c6bc0383ea448fcb7e5f45ac85a1afb2d12505ef	http://legacy.aistconf.org/stuff/aist2012.pdf
1.	dialogue_2007_ed6163bfb0a77facf854c1bf117a6c472c418e06	http://www.dialog-21.ru/media/1832/11.pdf
2.	dialogue_2010_31de5df62927b731f2bd1fd8447c407461da3107	http://www.dialog-21.ru/media/1692/67.pdf
3.	dialogue_2002_6ceb561d3e45ab6fbe101c9133078d6e6ee16363	http://www.dialog-21.ru/digest/2002/articles/zatsman/
4.	dialogue_2004_c0a72ca836616cf11818e91f3ab4d2d12d197796	http://www.dialog-21.ru/media/2570/sokolova.pdf
5.	dialogue_2002_142141991ce299bf6f2a74e154d6c4aa63ab7412	http://www.dialog-21.ru/digest/2002/articles/khahalin1/
2.	dialogue_2000_d779021b5cfc493595763bb6c4c3574894e715a9	http://www.dialog-21.ru/digest/2000/articles/borisova/
1.	dialogue_2013_9e07db0858cc736b01bb291c7e3e2eeea4eec57e	http://www.dialog-21.ru/media/1219/alpatovvm.pdf
2.	dialogue_2000_fb13a686c835b566e6b030de601c25cd9d029a03	http://www.dialog-21.ru/digest/2000/articles/loutikova/
3.	dialogue_2006_e489d0ae60ac3ad7bb4f37e8a5ad1aa30fe233ec	http://www.dialog-21.ru/media/1994/percov.pdf
4.	dialogue_2006_ac116c195f5927bd7fe921205df12c0bb1b50073	http://www.dialog-21.ru/media/2055/kozerenkoe.pdf
5.	dialogue_2002_b8f3a7274eb56feb8ee4cd96a86cafac7b24ff05	http://www.dialog-21.ru/digest/2002/articles/nepejvoda/
3.	dialogue_2000_36d974d4d7e5f5c5dad83e90551a821a0a2c9f3e	http://www.dialog-21.ru/digest/2000/articles/ryabtseva/
1.	dialogue_2001_4d688c18a8921a58cdcc5cf5e470cfac21662c43	http://www.dialog-21.ru/digest/2001/articles/zaretskaya/
2.	dialogue_2002_c4c0f63feb5ca3438ecd8cbc84280e5d5eb733db	http://www.dialog-21.ru/digest/2002/articles/novoselova/
3.	dialogue_2002_c892d983251fd4a9aaaa9d3823fd1f5c47efa736	http://www.dialog-21.ru/digest/2002/articles/zaretskaya/
4.	dialogue_2001_1e8ea9cca9a7b84341d7c27f80ff5ef7ac8a9985	http://www.dialog-21.ru/digest/2001/articles/kozerenko/
5.	dialogue_2007_a063b56695ef07548600f85f7c02e8fc07aea472	http://www.dialog-21.ru/media/1827/06.pdf
4.	dialogue_2000_c484e5f1e10cf1b0a63b184ce32b8a48d50a3cbe	http://www.dialog-21.ru/digest/2000/articles/sokirko/
1.	dialogue_2006_504ecadba8e6c6b4b29e5e1706b5b288a335ae0d	http://www.dialog-21.ru/media/1971/krylov.pdf
2.	dialogue_2007_693c62e52922ff213ab20196cc84789a7efb533f	http://www.dialog-21.ru/media/1883/62.pdf
3.	dialogue_2006_ec2c2efc5823a5fad4fedb0a27a050f0d003dd5c	http://www.dialog-21.ru/media/1924/azarova1.pdf
4.	dialogue_2000_b4f454bdcdec2a76ed843448e377336afc05032b	http://www.dialog-21.ru/digest/2000/articles/semenova/
5.	dialogue_2013_0ac379abcec662bfcdace5103b100f419383220a	http://www.dialog-21.ru/media/1264/lyashevskaya-mitrofanova.pdf
5.	dialogue_2000_8da4e8aef1ada2f8a21b8873256f68c2c0e9e529	http://www.dialog-21.ru/digest/2000/articles/zimmerling/
1.	dialogue_2007_0b09db4182e9aabfee9019a3b1c08e9aafdbbf15	http://www.dialog-21.ru/media/1903/82.pdf
2.	dialogue_2008_657658b7188aae17889619e8c3b3554fd4be9a26	http://www.dialog-21.ru/media/1804/84.pdf
3.	dialogue_2009_0b78e9bd4c7803f6b6822cc70e213e362d9d2dc9	http://www.dialog-21.ru/media/1631/81.pdf
4.	dialogue_2006_952c75a21aaab9e275b2c623d2689ab65c756d47	http://www.dialog-21.ru/media/2029/zimmerling.pdf
5.	dialogue_2009_5fb8592bc84d61df4960dc7985a5eea61367b6c5	http://www.dialog-21.ru/media/1575/25.pdf
6.	dialogue_2002_1278cd2b6bcea491ef72101cf6f227cbfc664289	http://www.dialog-21.ru/digest/2002/articles/ibragimov/
1.	dialogue_2012_4a5d5f13d3874fb42a87711012eeab881c4eb3a8	http://www.dialog-21.ru/media/1339/71.pdf
2.	dialogue_2002_abaf95b5c66e73d382e5597c91b8cf56110ece3f	http://www.dialog-21.ru/digest/2002/articles/zevakhina/
3.	dialogue_2002_d3c8a2a3ad72c94f653904793659c86972d61bb5	http://www.dialog-21.ru/digest/2002/articles/zazaeva/
4.	dialogue_2002_7a08ec25ad268621c10533fe459b07eac81aa967	http://www.dialog-21.ru/digest/2002/articles/minlos/
5.	dialogue_2001_167a42a33115c2ced29f320c00a88f1aa188abdd	http://www.dialog-21.ru/digest/2001/articles/frid/
7.	dialogue_2002_977c4161efebe2a2da2bc9070b4c366f6dd7790d	http://www.dialog-21.ru/digest/2002/articles/odintsev/
1.	dialogue_2001_86d74f3bc770ec15a94bff16b28698291010853f	http://www.dialog-21.ru/digest/2001/articles/odintsev/
2.	dialogue_2000_656d0d77d8325fa9636a973be944d8b6f6cb924a	http://www.dialog-21.ru/digest/2000/articles/odintsev/
3.	dialogue_2007_51fd2c9f1a772bf1f0642e63ba7a4c1de5089931	http://www.dialog-21.ru/media/1831/10.pdf
4.	dialogue_2010_cafa183e7f5c6d90005f12cec6fca88a31b02378	http://www.dialog-21.ru/media/1696/71.pdf
5.	dialogue_2002_95ec453188ac28fa8af193d4c4f0d3989b72eefe	http://www.dialog-21.ru/digest/2002/articles/ermakov/
8.	dialogue_2002_189f5dd4351f966d86f836462283ef485f0255cd	http://www.dialog-21.ru/digest/2002/articles/perekrestenko/
1.	dialogue_2006_94358299f43a22fc4a98943d9aae99341b158608	http://www.dialog-21.ru/media/2005/starostin.pdf
2.	dialogue_2001_09e3b519a2276fe25446cf717ab04b7e1d1654e5	http://www.dialog-21.ru/digest/2001/articles/azhichakov/
3.	dialogue_2004_362ef4c32d51ff3d0cc37fdfdfc411b9b1be72b1	http://www.dialog-21.ru/media/2557/perekrestenko.pdf
4.	dialogue_2003_1c9554d9b21d255fdb9dfea918fa343db16ae37c	http://www.dialog-21.ru/media/2679/perekrestenko.pdf
5.	dialogue_2007_034f53e313f77ec88364a3138f1785cbd61d32bb	http://www.dialog-21.ru/media/1870/49.pdf
9.	dialogue_2003_e0f3ab61a399630033ac49475bf036c043196202	http://www.dialog-21.ru/media/2611/bolshakov.pdf
1.	dialogue_2000_aa737aec6c6aca16230c8f4793e25fe94a99bced	http://www.dialog-21.ru/digest/2000/articles/galunov/
2.	dialogue_2009_ac4a1cd7d3a5d29ea900544527574468fa4d13c4	http://www.dialog-21.ru/media/1624/74.pdf
3.	dialogue_2011_7200c18071a8974f2f383ed885b576a5bc31bebb	http://www.dialog-21.ru/media/1438/37.pdf
4.	dialogue_2004_1548e8f0e7ea21d812fd63b7fcefe7a74cc728a6	http://www.dialog-21.ru/media/2496/bolshakov.pdf
5.	dialogue_2008_ad8aefdfb77a93eaa2236b6640211dbe3ab4bbd7	http://www.dialog-21.ru/media/1802/82.pdf
10	dialogue_2003_ccc14b44cd5851614cd4adfbd59dd73fcdb8a09e	http://www.dialog-21.ru/media/2677/pekar.pdf
1.	dialogue_2004_4bcf5826b7d5003df12f07c646fa971ac7ac48f6	http://www.dialog-21.ru/media/2556/pekar.pdf
2.	dialogue_2013_c583511eaf4b137c9f14af2f0ed3fe24b815dea8	http://www.dialog-21.ru/media/1220/antonovaaj.pdf
3.	dialogue_2002_586a53fd1369411ce28af3c73f813cd7ee699bde	http://www.dialog-21.ru/digest/2002/articles/pekar/
4.	dialogue_2012_6f98c8c49bbc12ffd37a03650656e0ac119bd296	http://www.dialog-21.ru/media/1354/150.pdf
5.	dialogue_2008_c69bd78a65834f8e697945f4fa81e759a979d8a0	http://www.dialog-21.ru/media/1736/15.pdf
11	dialogue_2003_b42261987b561abd566100c046ad51dd958702a6	http://www.dialog-21.ru/media/2678/percov.pdf
1.	dialogue_2000_f911271f58e2817b4e2eb3289bcb5f1153c64d03	http://www.dialog-21.ru/digest/2000/articles/krylov/
2.	dialogue_2007_ed67c940fe22dc3e82e4e5694785bd4a244e0f14	http://www.dialog-21.ru/media/1859/38.pdf
3.	dialogue_2009_0b78e9bd4c7803f6b6822cc70e213e362d9d2dc9	http://www.dialog-21.ru/media/1631/81.pdf
4.	dialogue_2006_efac0ef41b692b6dfb2e8d9a4fa6d420c332e2db	http://www.dialog-21.ru/media/1993/pazelskaya.pdf
5.	dialogue_2002_39069803c5779c8acd8639bbb00fdae5781bc2d9	http://www.dialog-21.ru/digest/2002/articles/reznikov/
12	dialogue_2019_4a5c4385216b2220faf8860da8101e1c3744c9ca	http://www.dialog-21.ru/media/4582/apresjanvju-066.pdf
1.	dialogue_2018_0eb84d5355d2391499df211f5922f3135d5592ee	http://www.dialog-21.ru/media/4285/apresyanvju.pdf
2.	dialogue_2013_4b0ee8b52c633bc2cc9ee587756a5e3f776a8a66	http://www.dialog-21.ru/media/1254/korotaevna.pdf
3.	dialogue_2004_4c05fde1a895912e844e663e608f5398e2b9c5b6	http://www.dialog-21.ru/media/2509/gankin.pdf
4.	dialogue_2018_c8e13efcc7fcc866f619d3f5f6d3cbedff02126d	http://www.dialog-21.ru/media/4337/tiskindb.pdf
5.	dialogue_2014_3342b475b2cdd0061beb08bdfe7795364b788731	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/BorisovaEG.pdf
13	dialogue_2006_b8c6726eb307e468087cc332646b274ed4c821bc	http://www.dialog-21.ru/media/1954/iomdinb.pdf
1.	dialogue_2018_52d7ec2abc79699f01012a79b1540626e87131c4	http://www.dialog-21.ru/media/4315/levontinaib_shmelevad.pdf
2.	dialogue_2011_f78ff140eb114fae7ac137e6ad6341e82fde816a	http://www.dialog-21.ru/media/1442/41.pdf
3.	dialogue_2019_f0e2520e152969eced10e85d612e59e97bb7440b	http://www.dialog-21.ru/media/4639/zalizniakannaapluspaduchevaev-038.pdf
4.	dialogue_2018_e12b6c4384ff5cb32b0fb1fddb03f06a12ccc67e	http://www.dialog-21.ru/media/4342/zalizniakannaa.pdf
5.	dialogue_2017_093856064e8b96038bbdbb6c563857b1fc90d8eb	http://www.dialog-21.ru/media/3941/rakhilinaev.pdf
14	dialogue_2006_500e96450545e5b1778ee12e7e83dd23945ace7c	http://www.dialog-21.ru/media/1996/podlesskaya.pdf
1.	dialogue_2013_60a42db6b8cc0c523f57938607f88b0398e153c3	http://www.dialog-21.ru/media/1281/podlesskayavi.pdf
2.	dialogue_2007_2e30ec4ef54387419885b0d339ae800ed84740f0	http://www.dialog-21.ru/media/1892/71.pdf
3.	dialogue_2000_3352dbdabf12fd3abe650ab78a69d3b33550a8f6	http://www.dialog-21.ru/digest/2000/articles/kalinina/
4.	dialogue_2019_bc17fe808de94ed77873d64da3cf396c6d603b61	http://www.dialog-21.ru/media/4600/inkovaoyu-019.pdf
5.	dialogue_2017_8c3578e219bc70001746d4b4dd6164ac98b36634	http://www.dialog-21.ru/media/3915/iomdinll.pdf
15	dialogue_2006_0b84d340edc8c21225ced251746f5013078b5df3	http://www.dialog-21.ru/media/1929/belikov.pdf
1.	dialogue_2008_92dc674e50f5feacea9e19b58409a4d06a687146	http://www.dialog-21.ru/media/1728/7.pdf
2.	dialogue_2010_dfecb18eeefdcaf8f197be057f0ce8053d793da6	http://www.dialog-21.ru/media/1657/32.pdf
3.	dialogue_2003_6fb11e26a1a7de66362eee17723710a2a875cfe5	http://www.dialog-21.ru/media/2608/belikov.pdf
4.	dialogue_2012_fcfbb30f92ce6f0b2e3889ded9b03512309ae0b9	http://www.dialog-21.ru/media/1357/3.pdf
5.	dialogue_2009_af411bd52e2f3cf5f1e024262af7e10ce3efab08	http://www.dialog-21.ru/media/1555/05.pdf
16	dialogue_2006_616c78c53b3b322a4eea4418d1d10d9d1508cf12	http://www.dialog-21.ru/media/2024/zaliznyak2.pdf
1.	dialogue_2008_33f8132d7279f34984acd7ce373830bfdea6599f	http://www.dialog-21.ru/media/1744/23.pdf
2.	dialogue_2007_8b928b108aae7fc55c38f33b2456ae5e2d6889ab	http://www.dialog-21.ru/media/1854/33.pdf
3.	dialogue_2017_093856064e8b96038bbdbb6c563857b1fc90d8eb	http://www.dialog-21.ru/media/3941/rakhilinaev.pdf
4.	dialogue_2009_0ebb027987b7299363c9cf65942b8c8b3e6e64cf	http://www.dialog-21.ru/media/1566/16.pdf
5.	dialogue_2006_e211fc1a75057628fc0141e24771dadecc4e4e26	http://www.dialog-21.ru/media/1989/mikheev.pdf
17	dialogue_2007_8b928b108aae7fc55c38f33b2456ae5e2d6889ab	http://www.dialog-21.ru/media/1854/33.pdf
1.	dialogue_2008_33f8132d7279f34984acd7ce373830bfdea6599f	http://www.dialog-21.ru/media/1744/23.pdf
2.	dialogue_2017_8c3578e219bc70001746d4b4dd6164ac98b36634	http://www.dialog-21.ru/media/3915/iomdinll.pdf
3.	dialogue_2008_8c7a918cab82a9c11fe9be5b89f1c24ec861a69e	http://www.dialog-21.ru/media/1801/81.pdf
4.	dialogue_2015_bc80b684c8eb71dd999dab8eb458c0efb4ab531e	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/ZalizniakAnnaA.pdf
5.	dialogue_2018_d96b445a13582434d34f6926199abb387f78d2fa	http://www.dialog-21.ru/media/4301/iomdinll.pdf
18	dialogue_2007_5095e9f5bb85baafc76ad77f4b79d7f412c5b0c7	http://www.dialog-21.ru/media/1828/07.pdf
1.	dialogue_2002_d1de430cf94bc088d7d83ee8b3c21b3fc5892315	http://www.dialog-21.ru/digest/2002/articles/iomdinl/
2.	dialogue_2018_0937452382ad2a1dcb6a58de9fb087e961d79f00	http://www.dialog-21.ru/media/4300/inkovaoyu_nurievv.pdf
3.	dialogue_2008_e04b9cb0703a66d38bfc8d4857329a47ff929bf2	http://www.dialog-21.ru/media/1750/29.pdf
4.	dialogue_2002_9192629ba7e676b1df9d2b5ba4655fb05b911d1b	http://www.dialog-21.ru/digest/2002/articles/daragan/
5.	dialogue_2009_9f5ce2883167971d3a84064df2ede3ea359d4192	http://www.dialog-21.ru/media/1604/54.pdf
19	dialogue_2008_6a1e4a79b6d2b9e462fa7bec85618c7cac2e9a5c	http://www.dialog-21.ru/media/1731/10.pdf
1.	dialogue_2002_2cac21d3c083446e56c1b28ce1581d9eceefbffc	http://www.dialog-21.ru/digest/2002/articles/uryson/
2.	dialogue_2017_1926ab7c4d5f9604e008ea1eed24365537955cbf	http://www.dialog-21.ru/media/3929/lyutikovaeatatevosovsg.pdf
3.	dialogue_2018_c8e13efcc7fcc866f619d3f5f6d3cbedff02126d	http://www.dialog-21.ru/media/4337/tiskindb.pdf
4.	dialogue_2000_3911655a8aed0fb8090d3be9d11145d9f1d8e573	http://www.dialog-21.ru/digest/2000/articles/zaliznyak/
5.	dialogue_2010_dd85ec5a52067b67f483595701bbd1c0e4b370d0	http://www.dialog-21.ru/media/1700/75.pdf
20	dialogue_2008_dc9a40c27eddb5b643374118291292eeb842ceb4	http://www.dialog-21.ru/media/1733/12.pdf
1.	dialogue_2005_5a1b5048bdcc898db93c47219face35c9e4b723b	http://www.dialog-21.ru/media/2353/batalinaam.pdf
2.	dialogue_2003_d852a1a3b161d7cedb53f0df5247070aa95d975b	http://www.dialog-21.ru/media/2673/packin.pdf
3.	dialogue_2003_4f161cea5f7b447453ba7e27817594008ff2f22d	http://www.dialog-21.ru/media/2692/sokirko.pdf
4.	dialogue_2012_f72aeeb582a7e35f44b1c8517b574009e04787ac	http://www.dialog-21.ru/media/1315/123.pdf
5.	dialogue_2007_7dfe10b9a242ad8c1604ffaf176a6ca120514d0f	http://www.dialog-21.ru/media/1825/04.pdf
21	dialogue_2005_ed84ad87736180089a879a6c7b428c0f04cb0108	http://www.dialog-21.ru/media/2412/partee_dialog2005.pdf
1.	dialogue_2009_783e2b7a11ce82262de32a479d25d7788eda2bd9	http://www.dialog-21.ru/media/1642/92.pdf
2.	dialogue_2012_9577168b37efef5c565150422f4152cc896ed336	http://www.dialog-21.ru/media/1386/anisimovich.pdf
3.	dialogue_2000_f911271f58e2817b4e2eb3289bcb5f1153c64d03	http://www.dialog-21.ru/digest/2000/articles/krylov/
